;cuerpo;fecha;seccion;titulo
62;"Los cuatro diputados de San Luis que dieron quórum para tratar el presupuesto, esta tarde firmaron con Cambiemos la ficha de adhesión para elegir los miembros del Consejo de la Magistratura, que en los hechos garantizaría la continuidad de dos representantes oficialista en el organismo. Hasta el viernes hay tiempo para reunir aliados, pero los conducidos por el radical Mario Negri contabilizaban esta noche la adhesión de 123 diputados y tenían la garantía de que el peronismo federal, el espacio de los gobernadores, colaboraría con la abstención.  No todos: los 5 misioneros se plegaron a Cambiemos desde ayer. Pero Pablo Kosiner, jefe del bloque justicialista y del interbloque Argentina Federal, se negaba en firmar cualquier documento y volcaba la balanza a favor de los intereses de la Casa Rosada.Con los puntanos, Cambiemos suma 123 votos. El resto de la oposición lo superaría si se une, pero varios gobernadores se resisten a aportar sus diputados.  Se renuevan 3 consejeros y si Cambiemos se impone reeligirían Pablo Tonelli y Mario Negri, con el lilito Juna Manuel López y el radical formoseño Marín Hernández como suplentes. Este último tiene mandato hasta 2019 y ya se alistan para disputar su lugar Diego Mestre y Albor Cantard. El kirchnerismo retendría su lugar (Rodolfo  Tailhade  se lo dejaría a Eduardo ""Wado"" De Pedro) y si el resto de la oposición firmara su documento, habría una mayoría para arrebatarle un consejero a Cambiemos. El frente renovador está dispuesto y pide al menos una suplencia, pero sin los peronistas de centro el poroteo se complica. ""Van a tener que explicar ellos como resignan un consejero y le facilitan al gobierno nombrar y sancionar jueces a gusto"", repetían en el FpV, donde aún confiaban a captar bloques pequeños que integran AF. Magistratura: La resistencia de algunos gobernadores a votar con el kirchnerismo favorece a Macri Sin Kosiner es difícil, porque puede firmar por el bloque justicialista, que reúne 18 de los 33 del interbloque AF. 5 de ellos, los misioneros, ya están en esta pelea con Cambiemos. El oficialismo suma además a sus 108 diputados, los 3 de Martín Lousteau, la neuquina Alma Sapag y otros monobloques. Los cuatro puntanos serían el tiro de gracia y un nuevo capítulo de la interna entre los hermanos Rodríguez Saá. Adolfo, el senador, se adjudicó haber empujado al cuarteto a colaborar con el quórum, a cambio de un aporte de 386 millones para los municipios puntanos. Figuran en una planilla anexa. Alberto, su hermano y gobernador, se despegó de la maniobra, ratificó su rechazo al presupuesto y este miércoles se reunió con senadores kirchneristas en el despacho de Fernando ""Pino"" Solana para alentar el armado de un frente opositor. Estuvo María Eugenia Catalfamo, la senadora de San Luis, pero no su coterráneo Adolfo. A ninguno se los mencionó como posible aliado de Cambiemos para desnivelar la pelea pareja por la Magistratura en el Senado, que ganaría Miguel Pichetto. Son más hostiles que los diputados. ";15/11/2018;diputados ;Magistratura: los diputados de Rodríguez Saá apoyan a Cambiemos y complican el acuerdo peronista
63;"Carlos Menem no sólo mantiene la costumbre de asistir a todas las sesiones del Senado, donde rara vez se lo veía hace unos años, sino que ahora se hace notar con sus votaciones. Este miércoles, antes de debatir el presupuesto, el ex presidente votó en contra de una ley para habilitar al presidente Mauricio Macri a salir del país durante 2019. No fue el único: Guillermo Snopek, del justicialismo, que se sienta a su lado, tampoco acompañó. Antes de pulsar el botón rojo cruzaron algunas palabras. La Constitución obliga al jefe de Estado a pedirle permiso al Congreso antes de abandonar el país y durante el receso estival sólo lo permite por ""razones justificadas"". En la práctica, se acostumbra que los legisladores autoricen por unanimidad los viajes presidenciales por todo un año y no vuelva a hablarse del tema. Cuando Cristina Kirchner no tenía mayoría, sus jefes parlamentarios, Miguel Pichetto y Agustín Rossi, solían pedir la autorización a viva voz, antes de terminar la última sesión del año. Nadie se negaba. Pero Menem rompió la tradición ante la mirada atenta de sus colegas, entre ellos Cristina, que votó a favor junto a su bloque. ";15/11/2018;senado;Menem no aprobó la autorización a Macri para salir del país   
64;"Mauricio Macri logró esta madrugada la sanción del presupuesto 2019, con el déficit cero que exige el FMI y quince días antes del inicio del G20, con una abultada mayoría de 45 votos, en la que fue clave la interacción entre Miguel Pichetto, los gobernadores y el ministro Rogelio Frigerio, que sobre el filo cerró una serie de beneficios puntuales para las provincias. El más visible de ellos fue las ventajas petroleras para Tierra del Fuego, pero hubo otros.La mayoría que roza los dos tercios, se alcanzó con una serie de medidas impositivas -además de los beneficios puntuales por provincia- que básicamente implica aumentar la carga tributaria. Es decir, la parte más dura del ajuste le toca en buena medida a los privados. Se bloqueó la posibilidad de ajustar los balances de las empresas por la inflación, lo que genera ganancias ficticias y obliga a pagar mas impuestos. Se estima que unos 50 mil millones extra que irán a las acrcas de las provincias, al igual que otros 30 mil millones del aumento de bienes personales. La resistencia a la norma que apenas superó el tercio del recinto la formaron los 9 del bloque de Cristina Kirchner, los dos progresistas (Magdalena Odarda y Fernando ""Pino"" Solanas) y 9 justicialistas: Eduardo Aguilar (Chaco), Omar Perotti (Santa Fe), Guillermo Snopek (Jujuy) Daniel Lovera y Norma Durango (La Pampa); José Mayans y María Teresa González (Formosa); y Héctor Luenzo y Juan Pais (Chubut). Carlos Espínola se abstuvo y los tucumanos Beatriz Mirkin y José Alperovich, debutaron con bloque propio votando en contra.Al rechazo se sumó uno de los datos políticos de la jornada: el santacruceño Eduardo Costa nunca apareció, molesto porque no incluyeron obras para su provincia y fondos para el Yacimiento de Río Turbio. A Miguel Pichetto lo acompañaron votando a favor Dalmacio Mera (Catamarca), Rodolfo Urtubey (Salta), Carlos Menem (La Rioja) Carlos Caserio (Córdoba); Cristina López Valverde y José Uñac (San Juan), Pedro Guastavino y Sigrid Kunath (Entre Ríos). Fue el clave el apoyo de los partidos provinciales.12  justicialistas votaron a favor, 9 en contra y 1 se abstuvo. Los bloques provinciales acompañaron y Macri ablandó a los senadores de Bertone y Corpacci con medidas de último momento.  Los fueguinos José Ojeda y Julio Catalán Magni se sumaron ante un nuevo decreto presidencial para favorecer el polo industrial de su provincia. Inés Blass, de Catamarca, también recibió el llamado de su gobernadora Lucía Corpacci, para votar a favor. Hubo planilla perfecta de aliados y partidos provinciales, como los santiagueños (aprobaron 2 de los 3), misioneros y neuquinos, que rechazaron varios artículos.  ""Valoramos los acuerdos en momentos complejos. El país del facilismo, del aislamiento, de los cuadernos, es un país que quedó atrás y la responsabilidad de que sea parte del pasado. Depende de todos nosotros"", cerró Luis Naidenoff, jefe del interbloque Cambiemos, que aseguró que Argentina está mejor que 2015. Adjudicó la crisis en curso a la sequía y al efecto de la causa de los cuadernos. ""El lava jato le costó a Brasil 27 mil millones de dólares"", comparó. ""Déficit, deuda y desempleo marca registrada de la era K"", agregó.Se dirigió varias veces a Cristina Kirchner, que había agotado a sus pares con un discurso de 47 minutos. ""No estamos discutiendo una ley de presupuesto: estamos ante planillas pensadas para cumplir el déficit cero. Debe haber 7 u 8 experiencias en el mundo de déficit cero y ninguna dio resultado"", inició. Se dedicó a contrarrestar varias máximas como el daño del déficit fiscal (""Sólo 2 países del G20 tiene superávit"") o la relevancia de baja el gasto (""Hay que alimentar la demanda para que lleguen inversiones""). ""El gran problema de Argentina no es el déficit, sino la restricción externa"", insistió y usó el caso de Arcor, revelado en exclusiva por LPO, para graficar la crisis de las empresas argentinas ante la rececesión en curso. ""Y por si fuera poco, este gobierno tuvo una oposición que le votó todo"", chicaneó.  Consciente de la crisis que sufrió su bloque por su decisión de acompañar el presupuesto, Pichetto evitó polémicas, pero recodó que si el presupuesto no se vota debe reconducirse el anterior y eso ya le pasó a Cristina en 2011.  ""Recibí a muchos rectores de universidades preocupados, porque los números de este año ya no existen"", explicó.Es un presupuesto de emergencia, pero no podemos dejar a la Argentina sin este instrumento en medio de una supervisión del FMI y a días del G20, la señal hacia el mundo hubiera sido terrible y se podría agravar mucho la crisis económica"", advierte Pichetto en la intimidad.Como reveló LPO, Pichetto sostiene que dejar a Macri sin presupuesto le hubiera dejado las manos libres para reconducir el de este año y aplicar el ajuste donde mejor le conviniera. El peronista sostiene que con la norma actual, los gobernadores peronistas lograron que el grueso del del interior caiga sobre María Eugenia Vidal y se compensaron por la desaparación del Fondo Sojero, con la no actualización de balances por inflación de las empresas que les aportarán unos 50 mil millones de fondos extras de impiuestos y otros 30 mil millones de la modificación de bienes personales.""Es un presupuesto de emergencia, pero no podemos dejar a la Argentina sin este instrumento en medio de una supervisión del FMI y a días del G20, la señal hacia el mundo hubiera sido terrible y se podría agravar mucho la crisis económica, hasta habría riesgo de default"", advierte Pichetto en la intimidad.Pichetto aseguró el apoyo de los fueguinos y tiene los votos para aprobar el presupuesto de Macri No evitó una crítica a la docena de senadores de su bloque, más de la mitad, que votaron en contra. ""Van a llegar 67 mil millones de pesos a las provincias, aún si los legisladores no votan. Una provincia del sur recibió 800 millones en una planilla que se escribió de madrugada"", apuntó. Se refería a Chubut, sin senadores que hayan apoyado la ley de leyes.  El presupuesto prevé un dólar promedio a 40.10 y un gasto corriente de 3.988.095.409.786, que escala a 4.172.312.239.441 si suma la erogación de capital. El 70% (2.575.402.909.369) se insume en servicios sociales y el segundo rubro que más consume es el de servicio de deuda, con 746.389.149.419, por lejos el que más creció. El año que viene tendrá un déficit financiero de $600.285,7 millones (3,3% del PBI), financiado con deuda y el déficit fiscal, previo al pago de los intereses, llegará a cero a partir de fuertes recortes de gastos.   Para llegar al déficit cero, Macri borró o redujo al mínimo los programas de diferente índole, la obra pública bajó a pisos históricos y el gasto en áreas administrativas se derrumbó y obligó a diputados de Cambiemos a pedir refuerzos El recorte más profundo fueron los subsidios a servicios públicos que ahora deberán afrontar las provincias, pero no en su totalidad: como parte de la negociación en diputados, Kosiner y los gobernadores crearon un fondo de 6500 millones de pesos para sostener los boletos de los micros del interior. 5000 tendrán asignación directa y Guillermo Dietrich manejará discrecionalmente el resto.El Senado lo debatió por 12 horas y la sesión empezó con un descargo de Mayans, líder de la rebelión del bloque justicialista, que con citas a Perón volvió a pedir tratar la derogación del fondo sojero, una caja de 100 mil millones para las provincias que un grupo de gobernadores quiere recuperar. Macelo Fuentes, jefe del bloque K, anticipó que pedirá que la próxima sesión sea especial para que los dictámenes sean incluidos.  Aunque se adjudicó haber negociado el quórum de sus coterráneos en Diputados, Adolfo Rodríguez Sáa votó en contra, ""porque se trata del presupuesto del FMI"". Fernando ""Pino"" Solanas habló del ""fantasma de Neustadt"" y hubo muchos oficialistas que hablaron, para molestia de Pichetto, que recordó que la doctrina ""Matzkin"", por el ex legislador pampeano, que consistía en pocos discursos oficialistas para agilizar la sesión. Sin los kirchneristas en sus bancas, Cambiemos y el PJ sancionaron el paquete de leyes económicas, como la adenda al pacto fiscal y el aumento de bienes personales, que volverá al Senado.  Pichetto logró eximir a las viviendas únicas familiares valuadas en hasta 18 millones de pesos, que con el revalúo fiscal que están en marcha, pronto serán muchísimas. El radical chaqueño Ángel Rozas logró aprobar una rebaja al impuesto a las cooperativas de créditos y seguros, que no pagarán ganancias, sino una tasa del 3 % sobre el capital imponible. Se sancionó el ajuste de Ganancias por inflación y Caserio logró aprobar una ley para reincorporar a los trabajadores despedidos de las fábricas militares de Fray Luis Beltrán, Villa María y Río Tercero. Varios senadores e Cambiemos colaboraron.";15/11/2018;senado;Macri consigue la sanción del presupuesto por 45 votos, en una señal clave al G20
65;"El actor Alfredo Casero, que se convirtió en ídolo del macrismo por sus críticas al kirchnerismo y su parodia sobre el flan, ahora destrozó al Gobierno y a Mauricio Macri por haberse reído de esa expresión y aseguró que ""le importa tres carajos la gente"".Con su habitual vehemencia, esta vez Casero se mostró indignado con el oficialismo, al que suele defender. En

una entrevista con

LN+, el actor aseguró que el Gobierno ""no entendió la parábola del flan"" y dijo que ""le importa un pito"" que la hayan tomado como bandera.""El hecho de que haya aparecido el Presidente comiendo flan en la casa de Gobierno, o no se donde lo hicieron, es que no entendieron absolutamente ni siquiera se detuvieron a entender cuál era la parábola, que es trágica, no es graciosa"", explicó el humorista.El grito ""queremos flan"" de Casero se convirtió en un hit de los fans del Gobierno en una marcha por el desafuero de Cristina Kirchner, pero también fue utilizado a modo de broma por el propio Macri que se fotografió comiendo el tradicional postre y por los dirigentes de Cambiemos que lo cantaron en la Quinta de Olivos casi como una reivindicación política. La frase hasta llegó al Senado donde Estaban Bullrich la usó para hablar de la causa de los cuadernos.Según Casero, eso sucedió porque ""al Gobierno le importa tres carajos la gente, lo que dice la gente, lo que piensa la gente"".  Más duro, el actor calificó al de Macri como ""un gobierno con el culo pesado, con el pecho frío, al que le importa tres carajos y nos ha abandonado a todos los que le pusimos el pecho"". ""Se piensan que ganaron por ser PRO y ganaron porque toda la gente se puso en contra de algo que fue un terrible, que fue un choreo absoluto durante años"", agregó.""No se dan cuenta que esperando al peronismo se les va a ir la gente, porque estamos hinchados las pelotas los que no somos boludos... de que ni se muevan, que no hagan nada, que no expliquen nada, que estén en un status quo que enferma"", sostuvo el actor.";15/11/2018;comentarios;"Alfredo Casero: ""El Gobierno no entendió la parábola del flan"""
66;"Las declaraciones de Nicolás Dujovne en las que destacó la magnitud del ajuste que aplica el Gobierno se convirtieron en un inesperado obstáculo para la aprobación del Presupuesto en el Senado y obligaron a una intervención de urgencia de Rogelio Frigerio.""En la Argentina nunca se hizo un ajuste de esta magnitud sin que caiga el Gobierno"", celebró Dujovne poco antes del comienzo de la sesión en donde finalmente una parte del peronismo y partidos provinciales aportaron los votos para aprobar el Presupuesto.Aunque pudo pasar desapercibida, la declaración del ministro alteró aún más el clima de tensión que había en la Cámara alta y Frigerio tuvo que intervenir para evitar una rebelión entre los senadores de la oposición que se habían comprometido a votar la ley tras las arduas negociaciones que detalló LPO. A pesar de que no trascendió, la bronca fue grande y algunos amenazaron con no votar el PresupuestoDujovne: ""En la Argentina nunca se hizo un ajuste de esta magnitud sin que caiga el Gobierno""Finalmente, la sangre no llegó al río pero Miguel Ángel Pichetto se lo facturó en su discurso de cierre. ""Ustedes no se dejan ayudar. Hoy escuché al ministro de Economía, la verdad que es un poco mucho las tonterías que dice ese hombre. Es increíble, casi la apología del ajuste"", disparó sobre el final de una exposición en la que había destrozado a Sturzenegger, Caputo y Galiani, y se había cruzado varias veces con Cristina.La bronca de varios senadores por los dichos de Dujovne se incrementó con la noticia de que el radical Eduardo Costa no iría a la sesión para no votar el Presupuesto de su propio Gobierno, disconforme con la falta de obras para su provincia, algo que sufren la mayoría. Pichetto también le recriminó ese faltazo al oficialismo. ""Nosotros hemos tenido 

(durante el kirchnerismo)

una disciplina casi prusiana, que ustedes no tienen. Porque no estoy viendo a algún senador de una provincia del sur. La verdad, ustedes tampoco se dejan ayudar"", insistió el jefe del peronismo federal.";15/11/2018;presupuesto 2019;La sanción del Presupuesto vivió un momento crítico por las declaraciones de Dujovne
67;"Margarita Barrientos atraviesa un periodo de fastidio con Cambiemos, en particular con la pata bonaerense que representa María Eugenia Vidal. Es que la fundadora de Los Piletones impulsa desde hace tiempo a un candidato en Cañuelas -acaso el paso previo a su propia incursión en la política-, pero cree que la gobernadora no le habilitará una lista interna en ese distrito del Conurbano.Fuentes del equipo de Barrientos admitieron a LPO que ella está ""enojada"", porque viene realizando un intenso trabajo político con su referente en el distrito, Pablo Campos, y en Cambiemos ""no le dan la mano que ella espera"". El PRO llevará como candidato al concejal Santiago Macgoey y desde ese espacio confirmaron a LPO que ""el objetivo"" es que no haya una PASO en Cañuelas, que es justamente lo que reclama Margarita.La referente de Los Piletones tuvo varias reuniones con dirigentes de la Provincia y sospecha que no le darán ese lugar. ""Ella quiere que lo dejen competir en las PASO y no que el candidato sea elegido a dedo"", dijeron desde el entorno de la referente social a este medio.Margarita Barrientos lanza a su primer candidato en el Conurbano Fuentes bonaerenses de Cambiemos recuerdan que se trata de una vieja disputa que arrancó en 2015, cuando en el macrismo tenían una lista casi cerrada pero Barrientos intercedió a través de Mauricio Macri para que dejaran competir a su referente local, que en ese entonces no era Campos. Al final, la PASO la terminó ganando el candidato de la UCR.Desde entonces, el PRO intensificó su trabajo en el distrito. ""Nos salió bárbaro porque Santiago (Macgoey) empezó a construir, hizo un gran laburo. Se merece ser el candidato porque venimos de ganar la última elección"", resumieron a este medio. El entramado político es complejo, ya que en Cambiemos reconocen que la estrategia será forzar una lista de unidad porque, de abrirle la interna a Campos, el candidato de la UCR también reclamará su lugar. En el oficialismo bonaerense analizan que una interna de tres complicaría mucho los planes de arrebatarle el municipio al kirchnerista Gustavo Arrieta. ""Hace un año ganamos la elección, ¿por qué vamos a desarmar todo?"", reflexionan. Sin embargo, saben que Barrientos les complicará el camino. En el equipo de la dirigente social insisten en que Campos es el que mejor mide en Cañuelas y recuerdan que hace un intenso trabajo social. ""No deberían negarle la chance de competir"", se anticipan. Barrientos además está molesta porque cree que no le dan el apoyo necesario con el comedor que tiene en el distrito, en una muestra de tensión que ya se hace evidente y promete escalar.";15/11/2018;cañuelas;Margarita Barrientos, molesta con Cambiemos porque ningunean a su candidato en el Conurbano
68;"El presidente Mauricio Macri aseguró hoy que su gobierno va ""a actuar con todo el peso de la ley"" y que ""no vamos a aceptar este tipo de situaciones violentas de aquellos que han hecho estos intentos de atentado"", al referirse a los ataques con explosivos ocurridos ayer en el cementerio de Recoleta y en el domicilio del juez federal Claudio Bonadio.El magistrado lleva adelante, entre otras investigaciones, la denominada causa de los cuadernos de la corrupción, que involucra a ex funcionarios y empresarios en la era kirchernista. ""Son llamativos y han captado nuestra atención, y está trabajando la ministra (de Seguridad, Patricia) Bullrich, con todas las fuerzas de seguridad para analizar qué relación pueden tener estos hechos; ya hay varios detenidos, y lo que tiene que quedar más claro que nunca es que vamos actuar con todo el peso de la ley"", afirmó Macri al hablar con la radio Don, de la localidad de Eduardo Castex, en la provincia de La Pampa.""Acá no vamos a aceptar este tipo de situaciones violentas de aquellos que han hecho estos intentos de atentado, que han sido fallidos, van a pagar las consecuencias"", enfatizó el Presidente.Además, Macri apuntó que espera ""terminar de esclarecer si todos los detenidos son los efectivamente responsables, si hay más"", al tiempo que prometió que ""esto no va a pasar de largo"".""Realmente nosotros tenemos que ir en profundidad y desterrar este tipo de situaciones violentas de nuestra sociedad porque esta es una decisión de la mayoría de los argentinos que queremos vivir en paz"", agregó.Al respecto, Macri propició que ""se necesita que mejore la relación entre las fuerzas de seguridad y los jueces, porque esto es un trabajo combinado: fuerzas de seguridad, jueces y fiscales, para que aquellos que quieren violentar, quieren violar la ley y agredir a los ciudadanos que trabajan y se sientan protegidos"".Consultado sobre si estos atentados harán reforzar la seguridad en torno a la reunión cumbre de presidentes del G20, que se realizará entre el 30 de noviembre y el primero de diciembre, el jefe de Estado expresó que ""ya había un plan muy profesional, muy serio, siguiendo con lo que se hizo en las ediciones anteriores del G20 y para custodiar; imaginémosnos que vienen los líderes de los principales países del mundo"".""Este es un hecho inédito, la primera vez que pasa en Sudamérica, no solo en Argentina, sino en Sudamérica, y queremos que esta reunión sea un éxito y que el mundo entero se lleve una imagen de la Argentina del trabajo, de la Argentina amigable, de la Argentina que quiere salir adelante, de la que quiere hacer su aporte a la solución de los problemas globales, no de una Argentina conflictiva"", señaló Macri. Sobre ese aspecto, dijo que ""los argentinos hemos decidido hace ya casi tres años emprender un camino que nos lleve a una Argentina con libertad republicana, con instituciones más sólidas, con acceso a trabajo privado en todo país y con un desarrollo federal en serio"".""El mundo nos está apoyando, quieren ser socios nuestros"", sostuvo Macri, e insistió en que ""esta reunión va a reforzar esta idea de que somos un país de puertas abiertas y queremos que vengan a trabajar, que vengan a desarrollar las posibilidades que nos da el turismo, la industria, los servicios con valor agregado, la minería y la energía"". 
";15/11/2018;comentarios;"""Todo el peso de la ley"""
69;"Finalmente Jorge Triaca comunicó su renuncia como secretario de Trabajo -la cual se efectivizara luego del G20- y confirmó que está evaluando con Marcos Peña su posible desembarco como Embajador del Vaticano.""Lo hemos hablado con el Jefe de Gabinete, pero no fue más que eso. Yo tengo una relación familiar y personal con el Papa Francisco. El vínculo con el Vaticano es un vínculo sólido que tiene un excelente embajador, pero por supuesto siempre estamos tratando de mejorar esos vínculos y me parece que es parte de la tarea que se propone el Jefe de Gabinete y el Presidente"", ratificó.De esta manera, deja su cargo en medio de una fuerte crisis de empleo con una pérdida de 184.000 puestos laborales en lo que va del año y una caída del salario real de casi el 10%.Sica logró que Macri acepte echar a Triaca y ahora va por EtchevehereEl ex ministro venía muy golpeado por las denuncias de irregularidades en los gremios que intervino y ya no contaba con el apoyo ni de los gremios más importantes ni de la Unión Industrial Argentina, quienes le cuestionaban haber dado vía libre a las renegociaciones paritarias por encima del 40%. Cómo anticipó LPO, el Gobierno no designará ningún reemplazante y será el propio Dante Sica quien asuma todas las funciones del ministerio. Así, quedará eliminado el cargo de ""secretario de Gobierno"" con rango ministerial que le habían inventado a Triaca cuando se fusionaron las carteras de Trabajo y Producción.""Creo que lo mejor es dar un paso al costado. Dante es la persona indicada para llevar adelante esta tarea. Estos tres años han tenido momentos de mucha tensión que tienen que ver con la propia realidad. Cuando tenes que resolver 1.500 paritarias todo el tiempo hay reclamos y movilizaciones"", argumentó.A pesar de haber sido uno de los que más presionaron al presidente Macri para la salida de Triaca, Sica le agradeció públicamente ""el trabajo fenomenal que ha realizado en recuperar el diálogo con todas las organizaciones sindicales"" y negó que haya ""cortocircuitos y peleas"" entre ambos.De cara al futuro, los funcionarios confirmaron que se intentará fomentar la renegociación de paritarias para que junto al bono, ayuden a recuperar el poder adquisitivo perdido y de esta forma actúen como un elemento dinamizador de la economía.";15/11/2018;gobierno;Triaca dejó la puerta abierta para irse como embajador del Vaticano
70;Luego de la aprobación del presupuesto, el Banco Central logró una buena aceptación en los mercados para volver a bajar las tasas de interés sin tener un impacto en el tipo de cambio.Por novena rueda consecutiva, la subasta de Letras de Liquidez (Leliq) arrojó una menor tasa promedio de corte que se ubicó en el 62,49%, siendo la máxima adjudicada del 63,49%. Esto representa una caída de 80 puntos básicos frente al resultado del miércoles y más de 1150 puntos contra el pico registrado a mediados de octubre, cuando había tocado los 74 puntos porcentuales.Las tasas perforaron la línea del 65% por primera vez desde el nuevo programa monetarioEn esta oportunidad, la máxima autoridad monetaria colocó $183.543 millones a ocho días de plazo, frente a vencimientos que totalizaban $176.610 millones.Así, al igual que en el caso de las Letes licitadas el miércoles, la menor tasa no le impidió a Sandleris poder renovar todos los vencimientos y continuar absorbiendo pesos del mercado. Este sendero a la baja tampoco evidenció un impacto negativo en el mercado cambiario. El dólar permaneció estable y cerró a $36,05 en segmento mayorista, sólo quince centavos por encima de la rueda previa. Por su parte, el promedio de pizarras minoristas mostró un retroceso de dos centavos para llegar a $36,98 y en el Banco Nación se ubicó en $36,90.De esta manera, se mantiene cercana al piso de la banda cambiaria, pero con una distancia suficiente (54 centavos por arriba) para evitar nerviosismos sobre una posible perforación que forzaría al Central a emitir de pesos como contraparte de la compra de dólares.El jueves se caracterizó por operar un bajo volumen, que llegó a los 533,4 millones de dólares en el segmento de contado y de 26 millones en futuros MAE.;15/11/2018;dólar;La tasa bajó por novena jornada consecutiva y ya se ubica en 62,49%
71;"La inflación del mes de octubre fue la segunda más alta del año al anotar un 5,4% mensual, solo superada por el 6,5% de septiembre. El Indec confirmó este jueves que la inflación tuvo una ligera desaceleración gracias a que el componente núcleo cayó 31 décimas, en tanto que este mes los precios regulados tuvieron un papel más preponderante al avanzar 7,4%. En efecto, los precios del componente ""núcleo"" subieron 4,5% este mes -versus el 7,6% de septiembre, el valor más alto de la era Macri- y mostraron una desaceleración mucho mayor que las 11 décimas que cayó la inflación general, tal y como fuentes del Banco Central adelantaron a LPO. Los precios estacionales, por su parte, subieron 6,2% en el mes y quedaron detrás del 7,4% que subieron los precios regulados. ""No obstante se ve una desaceleración de la inflación núcleo en el mes, registra un promedio mensual de 5,2% en el trimestre, mientras que en el mismo trimestre del año pasado se ubicaba en 1,5%"", comparó Javier Alvaredo, economista director de la consultora ACM.   Los aumentos de naftas, gas, peajes, prepagas y transporte público lideraron las subas de precios, a las que se sumó una importante inercia (5,9%) del rubro de alimentos. Los capítulos que mayores incrementos registraron fueron ""Vivienda, agua, electricidad, gas y otros combustibles"", que anotó un alza del 8,8%, y ""Transporte"", que avanzó 7,6% De esta forma, en los primeros diez meses del año, la inflación acumuló el 39,5% y en tanto que desde octubre de 2017, el Índice de Precios al Consumidor (IPC) subió 45,9%. De esta forma, la marca interanual superó a la del año 2002, que había sido del 40,9% y se confirma que 2018 terminará con la inflación más elevada desde el 84% de 1991.Al evaluar cómo se llega al 39,5% acumulado desde que comenzó el año se observa que de los cinco capítulos que componen el IPC a nivel nacional cinco superaron la marca promedio. Entre ellos se destacan Trasporte (58,7%), Equipamiento y Mantenimiento del Hogar (42,2%) y Alimentos y Bebidas no alcohólicas (43,7%). En el otro extremo, los apartados que menos aumentos acumulan son Bebidas alcohólicas y Tabaco (20,9%), Educación (29,3%) y Restaurantes y hoteles (32%).La marca mensual más alta se registró en la región de Cuyo (5,9%), seguida por el 5,8% observado en la región Pampeana y en la Patagonia. En tanto por debajo del promedio nacional del 5,4% se ubicaron el Noroeste (5,3%), el Gran Buenos Aires (5,1%) y el Noreste (4,9%). ""El mes de noviembre parece tener un piso de 2,5%. Este piso se basa en los efectos de segunda ronda de aumentos de combustibles y cigarrillos que se suman a la inercia registrada en el rubro de alimentos producto del pasaje a precios de la apreciación del dólar. Durante los próximos meses esperamos que la inflación converja hacia niveles promedio del 3%"", acotó Alvaredo en línea con lo que el Banco Central adelantó a LPO.En la Ciudad de Buenos Aires la inflación fue de 5,3%En tanto, la Dirección General de Estadística y Censos (DGEC) porteña registró que el octubre los precios treparon 5,3%, dos décimas por encima del Gran Buenos Aires, gracias a una dinámica en los componentes de la inflación que replicó lo observado a nivel nacional: lo que más subió fue el componente de precios regulados (7,5%), seguido por un alza en los precios estacionales (6,7%) y con una inflación núcleo sustancialmente menor (4,5%). ""Durante octubre la variación del IPCBA respondió principalmente a las subas en las divisiones: Alimentos y bebidas no alcohólicas, Vivienda, agua, electricidad y otros combustibles, Transporte y Salud, que en conjunto explicaron el 64,1% de la variación del Nivel General"", aclaró el comunicado oficial. Puntualmente, los capítulos con mayores incrementos fueron Alimentos, que trepó 6,7%, y Salud, que avanzó 6,2%. Les siguieron Transporte (5,9%) y Vivienda (5,6%). ";15/11/2018;indec ;La inflación de octubre fue de 5,4% y acumula casi un 40% en lo que va del año
